"","days_list","simulations_id","iso_today","quar_today","inf_today"
"1",0,3,0,0,1
"2",1,3,0,0,2
"3",2,3,0,0,2
"4",3,3,0,0,2
"5",4,3,0,0,3
"6",5,3,0,0,3
"7",6,3,1,0,3
"8",7,3,1,6,3
"9",8,3,2,9,3
"10",9,3,2,11,3
"11",10,3,2,15,4
"12",11,3,2,17,4
"13",12,3,2,17,4
"14",13,3,2,17,4
"15",14,3,2,17,6
"16",15,3,2,17,7
"17",16,3,2,17,13
"18",17,3,2,17,22
"19",18,3,3,17,25
"20",19,3,4,66,41
"21",20,3,4,109,45
"22",21,3,4,130,52
"23",22,3,8,134,63
"24",23,3,13,139,72
"25",24,3,15,163,82
"26",25,3,17,175,89
"27",26,3,22,185,98
"28",27,3,26,195,104
"29",28,3,36,204,111
"30",29,3,42,225,117
"31",30,3,48,248,117
"32",31,3,53,265,115
"33",32,3,58,269,116
"34",33,3,58,243,115
"35",34,3,57,209,114
"36",35,3,61,194,104
"37",36,3,58,200,107
"38",37,3,65,193,110
"39",38,3,58,200,112
"40",39,3,60,200,108
"41",40,3,64,205,111
"42",41,3,71,197,112
"43",42,3,73,194,104
"44",43,3,61,184,95
"45",44,3,60,175,93
"46",45,3,62,160,91
"47",46,3,63,171,79
"48",47,3,61,161,74
"49",48,3,61,165,66
"50",49,3,56,158,63
"51",50,3,54,148,58
"52",51,3,51,151,50
"53",52,3,48,133,42
"54",53,3,45,127,39
"55",54,3,37,114,34
"56",55,3,36,111,31
"57",56,3,32,99,31
"58",57,3,34,96,31
"59",58,3,25,91,28
"60",59,3,24,97,29
"61",60,3,17,89,29
"62",61,3,18,79,25
"63",62,3,16,72,26
"64",63,3,17,69,25
"65",64,3,18,69,23
"66",65,3,19,62,23
"67",66,3,16,61,22
"68",67,3,17,59,22
"69",68,3,19,64,23
"70",69,3,20,60,22
"71",70,3,22,59,19
"72",71,3,20,59,17
"73",72,3,19,58,15
"74",73,3,14,53,12
"75",74,3,12,49,12
"76",75,3,12,50,10
"77",76,3,11,50,11
"78",77,3,12,49,10
"79",78,3,12,45,10
"80",79,3,11,46,8
"81",80,3,9,44,8
"82",81,3,7,43,6
"83",82,3,5,36,6
"84",83,3,4,32,5
"85",84,3,3,30,5
"86",85,3,3,28,3
"87",86,3,3,25,2
"88",87,3,2,22,1
"89",88,3,2,21,2
"90",89,3,2,17,2
"91",90,3,2,14,2
"92",91,3,1,13,2
"93",92,3,1,13,2
"94",93,3,0,8,2
"95",94,3,0,7,3
"96",95,3,0,3,3
"97",96,3,0,5,3
"98",97,3,1,4,2
"99",98,3,1,4,2
"100",99,3,1,4,2
"101",100,3,2,3,2
"102",101,3,2,3,1
"103",102,3,2,4,1
"104",103,3,2,4,1
"105",104,3,2,4,1
"106",105,3,2,4,1
"107",106,3,2,4,1
"108",107,3,2,4,0
"109",108,3,2,4,0
"110",109,3,2,3,0
"111",110,3,1,1,0
"112",111,3,0,1,0
"113",112,3,0,1,0
"114",113,3,0,1,0
"115",114,3,0,1,0
"116",115,3,0,1,0
"117",116,3,0,0,0
"118",117,3,0,0,0
"119",118,3,0,0,0
"120",119,3,0,0,0
"121",120,3,0,0,0
"122",121,3,0,0,0
"123",122,3,0,0,0
"124",123,3,0,0,0
"125",124,3,0,0,0
"126",125,3,0,0,0
"127",126,3,0,0,0
"128",127,3,0,0,0
"129",128,3,0,0,0
"130",129,3,0,0,0
"131",130,3,0,0,0
"132",131,3,0,0,0
"133",132,3,0,0,0
"134",133,3,0,0,0
"135",134,3,0,0,0
"136",135,3,0,0,0
"137",136,3,0,0,0
"138",137,3,0,0,0
"139",138,3,0,0,0
"140",139,3,0,0,0
"141",140,3,0,0,0
"142",141,3,0,0,0
"143",142,3,0,0,0
"144",143,3,0,0,0
"145",144,3,0,0,0
"146",145,3,0,0,0
"147",146,3,0,0,0
"148",147,3,0,0,0
"149",148,3,0,0,0
"150",149,3,0,0,0
"151",150,3,0,0,0
"152",151,3,0,0,0
"153",152,3,0,0,0
"154",153,3,0,0,0
"155",154,3,0,0,0
"156",155,3,0,0,0
"157",156,3,0,0,0
"158",157,3,0,0,0
"159",158,3,0,0,0
"160",159,3,0,0,0
"161",160,3,0,0,0
"162",161,3,0,0,0
"163",162,3,0,0,0
"164",163,3,0,0,0
"165",164,3,0,0,0
"166",165,3,0,0,0
"167",166,3,0,0,0
"168",167,3,0,0,0
"169",168,3,0,0,0
"170",169,3,0,0,0
"171",170,3,0,0,0
"172",171,3,0,0,0
"173",172,3,0,0,0
"174",173,3,0,0,0
"175",174,3,0,0,0
"176",175,3,0,0,0
"177",176,3,0,0,0
"178",177,3,0,0,0
"179",178,3,0,0,0
"180",179,3,0,0,0
"181",180,3,0,0,0
"182",181,3,0,0,0
"183",182,3,0,0,0
"184",183,3,0,0,0
"185",184,3,0,0,0
"186",185,3,0,0,0
"187",186,3,0,0,0
"188",187,3,0,0,0
"189",188,3,0,0,0
"190",189,3,0,0,0
"191",190,3,0,0,0
"192",191,3,0,0,0
"193",192,3,0,0,0
"194",193,3,0,0,0
"195",194,3,0,0,0
"196",195,3,0,0,0
"197",196,3,0,0,0
"198",197,3,0,0,0
"199",198,3,0,0,0
"200",199,3,0,0,0
"201",200,3,0,0,0
"202",201,3,0,0,0
"203",202,3,0,0,0
"204",203,3,0,0,0
"205",204,3,0,0,0
"206",205,3,0,0,0
"207",206,3,0,0,0
"208",207,3,0,0,0
"209",208,3,0,0,0
"210",209,3,0,0,0
"211",210,3,0,0,0
"212",211,3,0,0,0
"213",212,3,0,0,0
"214",213,3,0,0,0
"215",214,3,0,0,0
"216",215,3,0,0,0
"217",216,3,0,0,0
"218",217,3,0,0,0
"219",218,3,0,0,0
"220",219,3,0,0,0
"221",220,3,0,0,0
"222",221,3,0,0,0
"223",222,3,0,0,0
"224",223,3,0,0,0
"225",224,3,0,0,0
"226",225,3,0,0,0
"227",226,3,0,0,0
"228",227,3,0,0,0
"229",228,3,0,0,0
"230",229,3,0,0,0
"231",230,3,0,0,0
"232",231,3,0,0,0
"233",232,3,0,0,0
"234",233,3,0,0,0
"235",234,3,0,0,0
"236",235,3,0,0,0
"237",236,3,0,0,0
"238",237,3,0,0,0
"239",238,3,0,0,0
"240",239,3,0,0,0
"241",240,3,0,0,0
"242",241,3,0,0,0
"243",242,3,0,0,0
"244",243,3,0,0,0
"245",244,3,0,0,0
"246",245,3,0,0,0
"247",246,3,0,0,0
"248",247,3,0,0,0
"249",248,3,0,0,0
"250",249,3,0,0,0
"251",250,3,0,0,0
